Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3025962,"SS2_15_0048_E22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750018",SRX3750018,"Kristian Pietras","Nov 23, 2018"
GSM3025963,"SS2_15_0048_E23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750019",SRX3750019,"Kristian Pietras","Nov 23, 2018"
GSM3025964,"SS2_15_0048_E24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750020",SRX3750020,"Kristian Pietras","Nov 23, 2018"
GSM3025965,"SS2_15_0048_F1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750021",SRX3750021,"Kristian Pietras","Nov 23, 2018"
GSM3025966,"SS2_15_0048_F2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750022",SRX3750022,"Kristian Pietras","Nov 23, 2018"
GSM3025967,"SS2_15_0048_F3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750023",SRX3750023,"Kristian Pietras","Nov 23, 2018"
GSM3025968,"SS2_15_0048_F4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750024",SRX3750024,"Kristian Pietras","Nov 23, 2018"
GSM3025969,"SS2_15_0048_F5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750025",SRX3750025,"Kristian Pietras","Nov 23, 2018"
GSM3025970,"SS2_15_0048_F6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750026",SRX3750026,"Kristian Pietras","Nov 23, 2018"
GSM3025971,"SS2_15_0048_F7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750027",SRX3750027,"Kristian Pietras","Nov 23, 2018"
GSM3025972,"SS2_15_0048_F8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750028",SRX3750028,"Kristian Pietras","Nov 23, 2018"
GSM3025973,"SS2_15_0048_F9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750029",SRX3750029,"Kristian Pietras","Nov 23, 2018"
GSM3025974,"SS2_15_0048_F10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750030",SRX3750030,"Kristian Pietras","Nov 23, 2018"
GSM3025975,"SS2_15_0048_F11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750031",SRX3750031,"Kristian Pietras","Nov 23, 2018"
GSM3025976,"SS2_15_0048_F12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750032",SRX3750032,"Kristian Pietras","Nov 23, 2018"
GSM3025977,"SS2_15_0048_F13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750033",SRX3750033,"Kristian Pietras","Nov 23, 2018"
GSM3025978,"SS2_15_0048_F14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750034",SRX3750034,"Kristian Pietras","Nov 23, 2018"
GSM3025979,"SS2_15_0048_F15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750035",SRX3750035,"Kristian Pietras","Nov 23, 2018"
GSM3025980,"SS2_15_0048_F16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750036",SRX3750036,"Kristian Pietras","Nov 23, 2018"
GSM3025981,"SS2_15_0048_F17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750037",SRX3750037,"Kristian Pietras","Nov 23, 2018"
GSM3025982,"SS2_15_0048_F18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750038",SRX3750038,"Kristian Pietras","Nov 23, 2018"
GSM3025983,"SS2_15_0048_F19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750039",SRX3750039,"Kristian Pietras","Nov 23, 2018"
GSM3025984,"SS2_15_0048_F20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750040",SRX3750040,"Kristian Pietras","Nov 23, 2018"
GSM3025985,"SS2_15_0048_F21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750041",SRX3750041,"Kristian Pietras","Nov 23, 2018"
GSM3025986,"SS2_15_0048_F22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750042",SRX3750042,"Kristian Pietras","Nov 23, 2018"
GSM3025987,"SS2_15_0048_F23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750043",SRX3750043,"Kristian Pietras","Nov 23, 2018"
GSM3025988,"SS2_15_0048_F24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750044",SRX3750044,"Kristian Pietras","Nov 23, 2018"
GSM3025989,"SS2_15_0048_G1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750045",SRX3750045,"Kristian Pietras","Nov 23, 2018"
GSM3025990,"SS2_15_0048_G2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750046",SRX3750046,"Kristian Pietras","Nov 23, 2018"
GSM3025991,"SS2_15_0048_G3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750047",SRX3750047,"Kristian Pietras","Nov 23, 2018"
GSM3025992,"SS2_15_0048_G4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750048",SRX3750048,"Kristian Pietras","Nov 23, 2018"
GSM3025993,"SS2_15_0048_G5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750049",SRX3750049,"Kristian Pietras","Nov 23, 2018"
GSM3025994,"SS2_15_0048_G6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750050",SRX3750050,"Kristian Pietras","Nov 23, 2018"
GSM3025995,"SS2_15_0048_G7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750051",SRX3750051,"Kristian Pietras","Nov 23, 2018"
GSM3025996,"SS2_15_0048_G8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750052",SRX3750052,"Kristian Pietras","Nov 23, 2018"
GSM3025997,"SS2_15_0048_G9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750053",SRX3750053,"Kristian Pietras","Nov 23, 2018"
GSM3025998,"SS2_15_0048_G10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750054",SRX3750054,"Kristian Pietras","Nov 23, 2018"
GSM3025999,"SS2_15_0048_G11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750055",SRX3750055,"Kristian Pietras","Nov 23, 2018"
GSM3026000,"SS2_15_0048_G12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750056",SRX3750056,"Kristian Pietras","Nov 23, 2018"
GSM3026001,"SS2_15_0048_G13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750057",SRX3750057,"Kristian Pietras","Nov 23, 2018"
GSM3026002,"SS2_15_0048_G14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750058",SRX3750058,"Kristian Pietras","Nov 23, 2018"
GSM3026003,"SS2_15_0048_G15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750059",SRX3750059,"Kristian Pietras","Nov 23, 2018"
GSM3026004,"SS2_15_0048_G16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750060",SRX3750060,"Kristian Pietras","Nov 23, 2018"
GSM3026005,"SS2_15_0048_G17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750061",SRX3750061,"Kristian Pietras","Nov 23, 2018"
GSM3026006,"SS2_15_0048_G18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750062",SRX3750062,"Kristian Pietras","Nov 23, 2018"
GSM3026007,"SS2_15_0048_G19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750063",SRX3750063,"Kristian Pietras","Nov 23, 2018"
GSM3026008,"SS2_15_0048_G20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750064",SRX3750064,"Kristian Pietras","Nov 23, 2018"
GSM3026009,"SS2_15_0048_G21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750065",SRX3750065,"Kristian Pietras","Nov 23, 2018"
GSM3026010,"SS2_15_0048_G22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750066",SRX3750066,"Kristian Pietras","Nov 23, 2018"
GSM3026011,"SS2_15_0048_G23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750067",SRX3750067,"Kristian Pietras","Nov 23, 2018"
GSM3026012,"SS2_15_0048_G24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750068",SRX3750068,"Kristian Pietras","Nov 23, 2018"
GSM3026013,"SS2_15_0048_H1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750069",SRX3750069,"Kristian Pietras","Nov 23, 2018"
GSM3026014,"SS2_15_0048_H2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750070",SRX3750070,"Kristian Pietras","Nov 23, 2018"
GSM3026015,"SS2_15_0048_H3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750071",SRX3750071,"Kristian Pietras","Nov 23, 2018"
GSM3026016,"SS2_15_0048_H4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750072",SRX3750072,"Kristian Pietras","Nov 23, 2018"
GSM3026017,"SS2_15_0048_H5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750073",SRX3750073,"Kristian Pietras","Nov 23, 2018"
GSM3026018,"SS2_15_0048_H6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750074",SRX3750074,"Kristian Pietras","Nov 23, 2018"
GSM3026019,"SS2_15_0048_H7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750075",SRX3750075,"Kristian Pietras","Nov 23, 2018"
GSM3026020,"SS2_15_0048_H8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750076",SRX3750076,"Kristian Pietras","Nov 23, 2018"
GSM3026021,"SS2_15_0048_H9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750077",SRX3750077,"Kristian Pietras","Nov 23, 2018"
GSM3026022,"SS2_15_0048_H10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750078",SRX3750078,"Kristian Pietras","Nov 23, 2018"
GSM3026023,"SS2_15_0048_H11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750079",SRX3750079,"Kristian Pietras","Nov 23, 2018"
GSM3026024,"SS2_15_0048_H12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750080",SRX3750080,"Kristian Pietras","Nov 23, 2018"
GSM3026025,"SS2_15_0048_H13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750081",SRX3750081,"Kristian Pietras","Nov 23, 2018"
GSM3026026,"SS2_15_0048_H14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750082",SRX3750082,"Kristian Pietras","Nov 23, 2018"
GSM3026027,"SS2_15_0048_H15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750083",SRX3750083,"Kristian Pietras","Nov 23, 2018"
GSM3026028,"SS2_15_0048_H16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750084",SRX3750084,"Kristian Pietras","Nov 23, 2018"
GSM3026029,"SS2_15_0048_H17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750085",SRX3750085,"Kristian Pietras","Nov 23, 2018"
GSM3026030,"SS2_15_0048_H18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750086",SRX3750086,"Kristian Pietras","Nov 23, 2018"
GSM3026031,"SS2_15_0048_H19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750087",SRX3750087,"Kristian Pietras","Nov 23, 2018"
GSM3026032,"SS2_15_0048_H20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750088",SRX3750088,"Kristian Pietras","Nov 23, 2018"
GSM3026033,"SS2_15_0048_H21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750089",SRX3750089,"Kristian Pietras","Nov 23, 2018"
GSM3026034,"SS2_15_0048_H22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750090",SRX3750090,"Kristian Pietras","Nov 23, 2018"
GSM3026035,"SS2_15_0048_H23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750091",SRX3750091,"Kristian Pietras","Nov 23, 2018"
GSM3026036,"SS2_15_0048_H24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750092",SRX3750092,"Kristian Pietras","Nov 23, 2018"
GSM3026037,"SS2_15_0048_I1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750093",SRX3750093,"Kristian Pietras","Nov 23, 2018"
GSM3026038,"SS2_15_0048_I2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750094",SRX3750094,"Kristian Pietras","Nov 23, 2018"
GSM3026039,"SS2_15_0048_I3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750095",SRX3750095,"Kristian Pietras","Nov 23, 2018"
GSM3026040,"SS2_15_0048_I4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750096",SRX3750096,"Kristian Pietras","Nov 23, 2018"
GSM3026041,"SS2_15_0048_I5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750097",SRX3750097,"Kristian Pietras","Nov 23, 2018"
GSM3026042,"SS2_15_0048_I6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750098",SRX3750098,"Kristian Pietras","Nov 23, 2018"
GSM3026043,"SS2_15_0048_I7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750099",SRX3750099,"Kristian Pietras","Nov 23, 2018"
GSM3026044,"SS2_15_0048_I8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750100",SRX3750100,"Kristian Pietras","Nov 23, 2018"
GSM3026045,"SS2_15_0048_I9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750101",SRX3750101,"Kristian Pietras","Nov 23, 2018"
GSM3026046,"SS2_15_0048_I10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750102",SRX3750102,"Kristian Pietras","Nov 23, 2018"
GSM3026047,"SS2_15_0048_I11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750103",SRX3750103,"Kristian Pietras","Nov 23, 2018"
GSM3026048,"SS2_15_0048_I12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750104",SRX3750104,"Kristian Pietras","Nov 23, 2018"
GSM3026049,"SS2_15_0048_I13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750105",SRX3750105,"Kristian Pietras","Nov 23, 2018"
GSM3026050,"SS2_15_0048_I14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750106",SRX3750106,"Kristian Pietras","Nov 23, 2018"
GSM3026051,"SS2_15_0048_I15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750107",SRX3750107,"Kristian Pietras","Nov 23, 2018"
GSM3026052,"SS2_15_0048_I16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750108",SRX3750108,"Kristian Pietras","Nov 23, 2018"
GSM3026053,"SS2_15_0048_I17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750109",SRX3750109,"Kristian Pietras","Nov 23, 2018"
GSM3026054,"SS2_15_0048_I18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750110",SRX3750110,"Kristian Pietras","Nov 23, 2018"
GSM3026055,"SS2_15_0048_I19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750111",SRX3750111,"Kristian Pietras","Nov 23, 2018"
GSM3026056,"SS2_15_0048_I20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750112",SRX3750112,"Kristian Pietras","Nov 23, 2018"
